Suzanne Necker (née Curchod);1700;Author, wife of Jacques Necker, mother of Madame de Staël-Hollstein;mw68199.jpg
John Turberville Needham;1700;Roman Catholic divine and man of science;mw04625.jpg
John Kay;1700;Miniature painter and caricaturist;mw35002.jpg
Robert Kay;1700;Architect and builder;mw257271.jpg
Charles Inglis;1700;First Bishop of Nova Scotia;mw03368.jpg
John Inglis;1700;Church of Scotland minister and exponent of foreign missions;mw194666.jpg
John Inglis;1700;Naval officer;mw82914.jpg
Sir William Inglis;1700;Army officer;mw231996.jpg
Elizabeth Ingram;1700;Daughter of William Ingram of Wakefield;mw194670.jpg
John Palmer;1700;Theatre proprietor and postal reformer;mw04840.jpg
Allan Ramsay;1700;Poet;mw144158.jpg
Allan Ramsay;1700;Portrait painter;mw05207.jpg
Thomas Gage;1700;General;mw02380.jpg
John Verney;1700;Master of the Rolls;mw42745.jpg
Louisa Barbara, Lady Vernon;1700;First wife of 2nd Baron Vernon, daughter of 4th Baron Mansell of Margam;mw199531.jpg
Edward Vernon;1700;Admiral;mw06497.jpg
James Hackman;1700;Murderer;mw36762.jpg
Thomas Hamilton, 6th Earl of Haddington;1700;Peer, soldier and agriculturalist;mw142888.jpg
George Gordon, Lord Haddo;1700;Eldest son of George Gordon, 3rd Earl of Aberdeen;mw83047.jpg
Nicholas Haddock;1700;Admiral;mw36763.jpg
Daniel Lambert;1700;Keeper of Leicester gaol;mw114143.jpg
George Lambert;1700;Landscape painter;mw39334.jpg
William Fairlie;1700;East India Company merchant;mw194936.jpg
James Neild;1700;Philanthropist;mw04628.jpg
Samuel Palmer;1700;Independent minister;mw38040.jpg
James Ramsay;1700;Divine and philanthropist;mw05209.jpg
Prince James Francis Edward Stuart;1700;Known as 'The Old Pretender', son of James II;mw03426.jpg
John Shore, 1st Baron Teignmouth;1700;Governor-General of India;mw06226.jpg
Thomas Telford;1700;Engineer;mw06228.jpg
Thomas Gainsborough;1700;Portrait and landscape painter;mw02381.jpg
George Vertue;1700;Engraver and antiquary;mw06502.jpg
Daniel Sandford;1700;Scottish Episcopal bishop of Edinburgh;mw203961.jpg
Samuel Neilson;1700;United Irishman;mw17139.jpg
William Nelson, 1st Earl Nelson;1700;Brother of Lord Nelson;mw00036.jpg
Horatio Nelson, Viscount Nelson;1700;Vice-Admiral and victor of Trafalgar;mw04633.jpg
Mary Parker (née Lane), Countess of Macclesfield;1700;First wife of George Parker, 2nd Earl of Macclesfield;mw197478.jpg
George Parker, 4th Earl of Macclesfield;1700;Courtier;mw00119.jpg
George Walton;1700;Lawyer, United States Senator and signer of the Declaration of Independence;mw17051.jpg
George Keate;1700;Author, painter and friend of Voltaire;mw67383.jpg
Richard Keats;1700;Headmaster of Blundell's Grammar School;mw195271.jpg
Sir Richard Goodwin Keats;1700;Admiral;mw37609.jpg
John Inville;1700;Vestry Clerk of St Mary's Parish, Newington, Surrey;mw194679.jpg
Thomas Panton;1700;Sportsman;mw57949.jpg
(Filippo Antonio) Pasquale Paoli;1700;Corsican general and patriot;mw38045.jpg
Jesse Ramsden;1700;Maker of scientific instruments;mw201022.jpg
Richard Ramsden;1700;Deputy Regus Professor of Divinity at Cambridge;mw201023.jpg
Elizabeth Anne Parkyns (née James), Lady Rancliffe;1700;Wife of 1st Baron Rancliffe, daughter of Air William James, Bt;mw119355.jpg
William Tempest;1700;Author of 'Chronology' (1752);mw232608.jpg
Richard Grenville-Temple, 2nd Earl Temple;1700;Statesman;mw06231.jpg
John Gale;1700;General Baptist preacher;mw143816.jpg
Wilson Gale-Braddyll;1700;Groom of the Bedchamber to George IV when Prince of Wales and politician, MP for Carlisle;mw128942.jpg
Franz Joseph Gall;1700;Anatomist, physiologist and founder of phrenology;mw114805.jpg
Gaetano Apoline Balthazar Vestris;1700;Dancing master;mw68041.jpg
Charles Hague;1700;Professor of Music at Cambridge;mw36764.jpg
Sir David Dalrymple, Lord Hailes;1700;Scottish judge;mw68849.jpg
Maria Marowe (née Wilmot), Lady Eardley of Spalding;1700;Daughter of Sir John Eardley Wilmot;mw68696.jpg
Gustav Friedrich von Dachenhausen;1700;Lieutenant-Colonel;mw00724.jpg
James Richard Dacres;1700;Naval officer;mw82918.jpg
William Lambton;1700;Soldier, Superintendent of the Trigonometrical Survey of India;mw61606.jpg
William Henry Lambton;1700;Politician, MP for Durham;mw00119.jpg
Alexandre Theodore Victor, comte de Lameth;1700;French soldier and politician;mw71342.jpg
Elizabeth Montagu (née Willmot), Countess of Sandwich;1700;Second daughter of John Willmot, 2nd Earl of Rochester, wife of Edward Montagu, 3rd Earl of Sandwich;mw38428.jpg
John Montagu, 4th Earl of Sandwich;1700;First Lord of the Admiralty;mw05613.jpg
John Montagu, 5th Earl of Sandwich;1700;Politician and landowner;mw72198.jpg
John Nelson;1700;Methodist minister;mw38998.jpg
Thomas Nelson;1700;Signer of the Declaration of Independence, Governor of Virginia;mw17051.jpg
Henry Joy MacCracken;1700;United Irishman;mw17139.jpg
Michael Keeling;1700;Portrait painter;mw37613.jpg
Samuel Ireland;1700;Writer and engraver;mw03378.jpg
Francis Randolph;1700;Church of England clergyman;mw201025.jpg
John Randolph;1700;Bishop of London;mw201029.jpg
Thomas James;1700;Headmaster of Rugby School;mw62268.jpg
Sir Walter James James, 1st Bt;1700;Warden of the Mint;mw59809.jpg
Sir William James, 1st Bt;1700;Commodore of the Bombay Marine and Director of the East India Company;mw194802.jpg
Mary Upton (née Montagu), Viscountess Templetown;1700;Wife of John Henry Upton, 1st Viscount Templetown;mw72197.jpg
Anne Stewart (née Dashwood), Countess of Galloway;1700;Second wife of 7th Earl of Galloway;mw149155.jpg
Karl Friedrich Abel;1700;Composer and concert impresario;mw00006.jpg
Sir James Earle;1700;Surgeon;mw02001.jpg
Richard Earlom;1700;Engraver;mw35975.jpg
Antoine-Jean d'Agoult;1700;French politician;mw73524.jpg
Michael Dahl;1700;Portrait painter;mw01692.jpg
Thomas Arthur O'Mullally (Count Lally de Tolendal);1700;Soldier;mw71543.jpg
George Onslow, 1st Earl of Onslow;1700;Politician, MP for Surrey;mw09377.jpg
Thomas Onslow, 2nd Earl of Onslow;1700;Eldest son of George Onslow, 1st Earl of Onslow;mw63548.jpg
Hon. Henry Fane;1700;Keeper of the King's private roads, gates and bridges and Conservative politician, MP for Lyme Regis;mw195030.jpg
John Warburton;1700;Somerset herald and collector;mw35060.jpg
William Warburton;1700;Bishop of Gloucester, critic and writer;mw06579.jpg
George Keith Elphinstone, Viscount Keith;1700;Admiral;mw37684.jpg
James Francis Edward Keith;1700;Known as 'Marshal Keith', Jacobite and soldier in Russian and Prussian service;mw37610.jpg
Sir Robert Murray Keith;1700;General and diplomat;mw74457.jpg
John Parish;1700;Banker;mw201280.jpg
Mungo Park;1700;Explorer;mw04862.jpg
Beatrix Parker (née Lister);1700;Wife of John Parker of Browsholme Hall;mw201376.jpg
James Gambier, 1st Baron Gambier;1700;Admiral;mw02410.jpg
Elisabeth-Louise Vigée-Le Brun;1700;Painter;mw67531.jpg
Johann Christian Bach;1700;Composer;mw07058.jpg
Johann Sebastian Bach;1700;Composer;mw67033.jpg
Alexander Abercromby, Lord Abercromby;1700;Lord Commissioner of Justiciary for Scotland;mw41140.jpg
Sir George Abercromby Abercromby, 4th Bt;1700;Advocate;mw41141.jpg
Sir John Abercromby;1700;General;mw66423.jpg
Sir Ralph Abercromby;1700;General;mw00012.jpg
Catherine Elizabeth Gordon (née Hamilton), Countess of Aberdeen;1700;Wife of 4th Earl of Aberdeen;mw120807.jpg
George Haldane;1700;Brigadier-General;mw02818.jpg
Robert Haldane;1700;Captain of the East India Company and politician, MP for Stirling Burghs;mw192006.jpg
Sir Frederick Haldimand;1700;Governor and Commander-in-Chief of Canada;mw09088.jpg
Thomas Cadell the Elder;1700;Publisher and bookseller;mw148637.jpg
William Cadogan, 1st Earl Cadogan;1700;General;mw00994.jpg
Charles Sloane Cadogan, 1st Earl Cadogan;1700;Politician, MP for Cambridge;mw136452.jpg
David Dale;1700;Industrialist and philanthropist;mw07264.jpg
Thomas Dale;1700;Physician;mw77353.jpg
Arthur Onslow;1700;Speaker of the House of Commons;mw04746.jpg
Arthur Onslow;1700;Dean of Worcester;mw200221.jpg
George Onslow;1700;Politician, army officer and nephew of Arthur Onslow;mw43426.jpg
Sir Richard Onslow, Bt;1700;Admiral;mw82914.jpg
John Opie;1700;Portrait and history painter;mw04751.jpg
Joseph Farington;1700;Landscape painter and diarist;mw02172.jpg
Susan Mary Farington (née Hamond);1700;Wife of Joseph Farington;mw120425.jpg
William Farish;1700;Chemistry teacher;mw194965.jpg
Antoine Joseph Santerre;1700;French revolutionary;mw71522.jpg
Grey Neville;1700;Politician, MP for several constituencies;mw143984.jpg
Sir Archibald MacDonald, 1st Bt;1700;Judge and politician;mw08919.jpg
Flora Macdonald;1700;Jacobite heroine;mw07632.jpg
Thomas Alexander Erskine, 6th Earl of Kellie;1700;Musical dilettante;mw63165.jpg
Sir John Irwin;1700;General;mw03397.jpg
George Parker;1700;Actor, lecturer and author;mw80689.jpg
Sir Hyde Parker, 5th Bt;1700;Admiral;mw81827.jpg
James Parker;1700;Photographer;mw97950.jpg
Robert Ransome;1700;Agricultural machinery manufacturer;mw201063.jpg
Charles Abbott, 1st Baron Tenterden;1700;Lord Chief Justice;mw06268.jpg
Richard Terrick;1700;Bishop of London;mw204273.jpg
John Gambold;1700;Bishop of the Unitas Fratrum;mw02451.jpg
John Bacon the Elder;1700;Sculptor;mw00265.jpg
Henry Nevill, 2nd Earl of Abergavenny;1700;Secretary to the Treasury and politician, MP for Seaford and Monmouthshire;mw41151.jpg
John Abernethy;1700;Dissenting minister;mw143869.jpg
John Abernethy;1700;Surgeon and teacher;mw00024.jpg
Frances Abington (née Barton);1700;Actress;mw42933.jpg
Mary Hale (née Chaloner);1700;Wife of General John Hale;mw192015.jpg
Stephen Hales;1700;Natural philosopher, chemist and inventor;mw02821.jpg
William Bromley Cadogan;1700;Religious writer;mw35323.jpg
Alessandro, Count of Cagliostro (Giuseppe Balsamo);1700;Italian adventurer and magician;mw63343.jpg
Sir Robert Dallas;1700;Judge;mw00036.jpg
Alexander Dalrymple;1700;Hydrographer to the Admiralty and writer;mw59938.jpg
Thomas Lane;1700;Secretary to the Goldsmith's Company;mw195932.jpg
George Farmer;1700;Naval captain;mw02173.jpg
Richard Farmer;1700;Master of Emanuel College, Cambridge;mw194971.jpg
Charles Long, 1st Baron Farnborough;1700;Paymaster General, art connoisseur, Chief Secretary for Ireland and politician, MP for Rye, Midhurst, Wendover and Haslemere;mw00119.jpg
Charlotte Sargent (née Bettesworth);1700;Wife of John Sargent;mw17099.jpg
Jacob de Castro Sarmento;1700;Portuguese physician of Jewish descent;mw38445.jpg
Joshua or Josiah Ward;1700;Quack doctor;mw113133.jpg
Hugh Kelly;1700;Barrister and author;mw68209.jpg
John Oxley Parker;1700;Deputy Registrar to the archeaconries of Essex, Middlesex and Colchester;mw201372.jpg
Sir Peter Parker, 1st Bt;1700;Admiral of the Fleet;mw39845.jpg
Samuel Parker;1700;Nonjuror and theological writer;mw144165.jpg
Theresa Parker;1700;Second wife of John Parker, later 1st Lord Boringdon;mw201378.jpg
Sir William Parker;1700;Vice-Admiral;mw82911.jpg
Dorning Rasbotham;1700;Writer, antiquarian and artist, High Sheriff of Lancashire;mw69731.jpg
Theodore Gardelle;1700;Miniature painter and murderer;mw79752.jpg
Francis Garden, Lord Gardenstone;1700;Judge;mw81899.jpg
Robert Baddeley;1700;Comedian;mw00269.jpg
Sophia Baddeley (née Snow);1700;Actress;mw40192.jpg
Nathaniel Brassey Halhed;1700;Orientalist;mw67215.jpg
George Montagu Dunk, 2nd Earl of Halifax;1700;Known as 'The Father of the Colonies';mw02826.jpg
John Halkett;1700;Governor of the Bahamas, fourth son of John Wedderburn of Gosford, later Helkett, 4th Bt of Pitfirrane;mw119415.jpg
Edmund Calamy;1700;Presbyterian minister and historian;mw77104.jpg
Catherine Eckersall (née Wathen);1700;Daughter of Samuel Wathen, surgeon;mw194081.jpg
Sir Hew Whitefoord Dalrymple, Bt;1700;General;mw68841.jpg
Samuel Dalrymple;1700;Lieutenant-General;mw66423.jpg
William Dalrymple;1700;General;mw36423.jpg
Paul Orchard;1700;Politician and Colonel of the Northern Regiment of the Devon militia;mw00119.jpg
Sir John Orde, Bt;1700;Naval officer and politician;mw200582.jpg
Robert Walpole, 1st Earl of Orford;1700;Prime Minister;mw04757.jpg
George Walpole, 3rd Earl of Orford;1700;Rake and eccentric;mw04760.jpg
