Thomas Stapleton;1500;Roman catholic controversialist;mw57845.jpg
Philip de Montmorency, Count of Hoorn;1500;Stadtholder of Guelders and admiral;mw140944.jpg
James Montagu;1500;Bishop of Winchester;mw128802.jpg
Anthony Browne, 1st Viscount Montagu;1500;Courtier and diplomat;mw04479.jpg
Nicolaus Copernicus;1500;Polish astronomer;mw42180.jpg
Anne de Montmorency, duc de Montmorency;1500;Soldier, statesman and diplomat;mw124753 (3).jpg
Charles III of Bourbon-Montpensier, 8th Duke of Bourbon;1500;Constable of France, husband of Suzanne, Duchess of Bourbon and heir-general of the House of Bourbon;mw119702.jpg
Sir Francis Moore;1500;Lawyer and politician;mw118612.jpg
John Mordaunt, 2nd Baron Mordaunt;1500;Landowner and administrator;mw200181.jpg
Sir George Bowes;1500;Military commander;mw16405.jpg
Anne More (née Cresacre);1500;Wife of John More, son of Sir Thomas More;mw01734 (2).jpg
John More;1500;Son of Sir Thomas More;mw01734 (3).jpg
Maria More (née Scrope);1500;Wife of Thomas More II;mw01734 (4).jpg
Sir Thomas More;1500;Lord Chancellor, classical scholar, author of 'Utopia', saint, canonised 1935;mw04514.jpg
Thomas More II;1500;Grandson of Sir Thomas More;mw01734 (5).jpg
Thomas Cottam;1500;English Catholic priest and martyr;mw127073.jpg
Mark Alexander Boyd;1500;Humanist scholar and writer;mw127541.jpg
John Boys;1500;Dean of Canterbury;mw99975.jpg
Paulo Giordano Orsini, Duke of Bracciano;1500;General;mw83064.jpg
Laurence Humphrey;1500;College head;mw126780.jpg
Henry Carey, 1st Baron Hunsdon;1500;Courtier and administrator;mw126818.jpg
Henry Hastings, 3rd Earl of Huntingdon;1500;Statesman;mw03324.jpg
Sir Nicholas Mosley;1500;Lord Mayor of London;mw127422.jpg
Pierre de Bourdeille, Abbé et Seigneur de Brantôme;1500;Soldier, writer;mw127957.jpg
Lady Arabella Stuart;1500;Cousin of James I;mw06118.jpg
Thomas Cranmer;1500;Archbishop of Canterbury;mw01563.jpg
George Mountain (Montaigne);1500;Archbishop of York;mw128791.jpg
Katharine Brettergh (née Bruen);1500;Exemplar of godly life, wife of William Brettergh;mw127740.jpg
Alexander Briant;1500;Roman Catholic priest and martyr;mw126998.jpg
Katherine Bertie (née Willoughby), Duchess of Suffolk;1500;Noblewoman and protestant patron, 4th wife of Charles Brandon, 1st Duke of Suffolk;mw82238.jpg
Henry Grey, 1st Duke of Suffolk;1500;Magnate, father of Lady Jane Grey;mw194306.jpg
Frances Grey, Duchess of Suffolk;1500;Wife of Henry Grey, Duke of Suffolk, mother of Lady Jane Grey;mw127681.jpg
Thomas Howard, 1st Earl of Suffolk;1500;Lord High Treasurer;mw06132.jpg
Andreas Hyperius;1500;Theologian;mw125438.jpg
William Cressye;1500;Husband of Grace Cressye (née Johnson);mw191523.jpg
Simon Sulcerus;1500;Theologian;mw125435 (6).jpg
James Crichton;1500;Rhetorician and soldier;mw127538.jpg
Thomas Brightman;1500;Church of England clergyman and presbyterian controversialist;mw126895.jpg
Anthony Criminali;1500;First martyr of the Society of Jesus;mw127008.jpg
Frances Radclyffe (née Sidney), Countess of Sussex;1500;Founder of Sidney Sussex College, Cambridge and Lady of the Bedchamber to Elizabeth I;mw127679.jpg
Richard Bristow;1500;Roman Catholic priest;mw129123.jpg
Thomas Sutton;1500;Founder of the Charterhouse;mw129352.jpg
Sir Thomas Crompton;1500;Civil lawyer;mw129301.jpg
Wolfgang Musculus;1500;Theologian;mw125435 (7).jpg
Fulke Greville, 1st Baron Brooke of Beauchamps Court;1500;Poet;mw128706.jpg
Josuah Sylvester;1500;Poet and translator of Du Bartas;mw133466.jpg
Eleanor Clifford (née Brandon), Countess of Cumberland;1500;Wife of 2nd Earl of Cumberland, niece of Henry VIII;mw118758.jpg
George Clifford, 3rd Earl of Cumberland;1500;Naval commander;mw01664.jpg
Hugh Broughton;1500;Divine and rabbinical scholar;mw129117.jpg
Richard Brownlow;1500;Chief Protonotary of the Court of Common Pleas;mw131761.jpg
John Bruen;1500;Iconoclast;mw127430.jpg
Martin Bucer (Butzer);1500;Protestant reformer;mw125620.jpg
George Buchanan;1500;Historian and scholar;mw00880.jpg
Heinrich Bullinger;1500;Swiss reformer;mw256514.jpg
Richard Burbage (Burbadge);1500;Actor;mw210991.jpg
William Butler;1500;Physician to James I;mw133299.jpg
Sir William Butts;1500;Physician and confidant of Henry VIII;mw00978.jpg
Johannes Buxtorf;1500;Hebraist;mw223439.jpg
